id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29144429,Talence : La chaumière,214626381,Laurie,Talence,Talence,44.81716,-0.57769,Entire home/apt,50,2,3,2018-11-06,0.41,1,0
29146189,CHAMBRE LIT DOUBLE BORDEAUX CAUDERAN,7839868,Stefan,Bordeaux,Caudran,44.84058,-0.60427,Private room,43,2,14,2019-05-10,2.00,3,82
29146387,MAISON 4 Chambres Bordeaux CAUDERAN,7839868,Stefan,Bordeaux,Caudran,44.83861,-0.60262,Entire home/apt,169,7,2,2018-12-30,0.38,3,78
29148239,Charming two bedrooms flat two steps from the Opéra,219611949,Marie Hélène,Bordeaux,Centre ville (Bordeaux),44.84449,-0.57684,Entire home/apt,146,2,27,2019-05-18,3.77,1,45
29160232,Joli Appartement près du Coeur Historique | Cuisine Privée,218765540,Miia At Leavetown,Bordeaux,Bordeaux Maritime,44.8645,-0.55098,Entire home/apt,115,2,0,,,5,216
29160256,Appart Charmant + Chic avec Terrasse et Cuisine Privée,218765540,Miia At Leavetown,Bordeaux,Bordeaux Maritime,44.86543,-0.55169,Entire home/apt,131,2,0,,,5,217
29160283,Petit Studio Confort + Cosy sur le Lac,218765540,Miia At Leavetown,Bordeaux,Bordeaux Maritime,44.86549,-0.55017,Entire home/apt,87,2,0,,,5,212
29160319,Studio Cosy près de la Cité du Vin | Cuisine Privée,218765540,Miia At Leavetown,Bordeaux,Bordeaux Maritime,44.86568,-0.55152,Entire home/apt,87,2,1,2018-11-04,0.15,5,212
29160342,Joli Studio Charmant sur le Lac | Près du Centre Historique,218765540,Miia At Leavetown,Bordeaux,Bordeaux Maritime,44.86437,-0.55026,Entire home/apt,96,2,1,2019-01-02,0.21,5,216
29168064,Appartement spacieux Pessac,59066770,Ophélie,Pessac,La Paillre-Compostelle,44.79498,-0.6086,Entire home/apt,60,1,4,2018-11-26,0.59,2,0
29170531,"#2 Apt avec parking, tramway et accès autonome",20597820,Dorian,Bgles,Bgles,44.79496,-0.55387,Entire home/apt,43,1,11,2019-04-05,1.54,11,57
29171176,T2 proche de la gare saint jean,37423431,Ahmed,Bordeaux,Bordeaux Sud,44.82782,-0.55935,Entire home/apt,40,1,31,2019-05-06,4.21,1,239
29171575,STUDIO PLACE DE LA VICTOIRE REFAIT À NEUF,32427035,Julien,Bordeaux,Bordeaux Sud,44.82847,-0.57089,Entire home/apt,85,5,2,2018-11-01,0.28,1,365
29173452,Chambre privée en plein cœur de Bordeaux,214685790,Maya,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85291,-0.56885,Private room,50,1,26,2019-05-04,3.70,1,162
29177713,Le Cocon des Chartrons,32002384,Louise,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85125,-0.57211,Entire home/apt,50,2,8,2019-03-10,1.08,1,0
29179526,Un petit coin dans ma maison,198519963,Monique,Pessac,Cap de Bos,44.79361,-0.68399,Entire home/apt,45,1,45,2019-05-07,7.71,1,9
29180569,Cozy house!,103516157,Soraya,Bordeaux,Caudran,44.86794,-0.63228,Private room,45,1,2,2019-01-31,0.39,2,0
29181436,T3 70m2 au coeur de Bordeaux,53822096,Margaux,Bordeaux,Centre ville (Bordeaux),44.83719,-0.57279,Entire home/apt,90,2,21,2019-05-12,2.93,1,167
29182555,Chez lucas,147898909,Lucas,Bordeaux,Centre ville (Bordeaux),44.83861,-0.56866,Private room,20,10,6,2018-11-05,0.82,1,365
29182559,"Appartement lumineux, Mérignac Capeyron",219899815,Ahmed,Merignac,Capeyron,44.85232,-0.65025,Entire home/apt,49,2,27,2019-05-04,3.72,1,0
29195171,Appartement 40m2,184400652,Morgane,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83237,-0.58706,Entire home/apt,55,2,7,2019-04-29,1.01,1,0
29199389,Échoppe bordelaise centre avec piscine,49723178,Alexandra,Bordeaux,La Bastide,44.84179,-0.5515,Entire home/apt,120,2,6,2019-04-28,0.81,1,8
29205684,Private rooms. Pool. Villa Saigon. City centre,10066787,Josephine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83227,-0.58926,Private room,100,1,0,,,3,229
29205812,appartement spacieux avec vue exceptionnelle,113187345,Thierry,Carbon-Blanc,Carbon-Blanc,44.89619,-0.51413,Entire home/apt,65,4,1,2018-10-26,0.14,1,0
29208815,"Bel appartement cosy, calme, parking privé.",33722264,Elo,Le Bouscat,Le Bouscat,44.86716,-0.59355,Entire home/apt,99,2,0,,,1,324
29227132,Joli appartement proche du tram et de Bordeaux,66416706,Sabine,Talence,Talence,44.81261,-0.57781,Entire home/apt,90,2,5,2019-02-22,0.71,1,0
29230733,Le petit havre au coeur de Bordeaux,76209458,Cyprien,Bordeaux,Bordeaux Sud,44.83144,-0.56572,Private room,40,1,0,,,1,80
29253302,Au calme à deux pas de la gare. Sdb privée.,150058716,Nicolas,Bordeaux,Bordeaux Sud,44.82656,-0.55814,Private room,45,2,31,2019-05-10,4.79,1,19
29272287,Chambre privée dans villa à Artigues-près-Bordeaux,184360009,Gloria,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.84845,-0.4958,Private room,40,1,6,2019-05-16,0.82,3,355
29275112,Appartement lumineux et calme,220553289,Fati,Talence,Talence,44.79408,-0.59261,Entire home/apt,30,2,6,2019-01-18,0.99,1,0
29295406,Victoire,75172087,Alain,Bordeaux,Bordeaux Sud,44.83135,-0.57536,Entire home/apt,70,4,8,2019-05-13,1.17,1,98
29296487,2 pièce à Gradignan,220695148,Nicolas,Gradignan,Gradignan,44.77482,-0.59478,Entire home/apt,26,25,3,2018-12-02,0.50,1,1
29299311,"Duplex cosy, arty gip set flat Bordeaux downtown",107108654,ISIdoor,Bordeaux,Bordeaux Sud,44.83466,-0.56781,Entire home/apt,120,2,3,2019-02-26,0.44,12,0
29301388,Chambre d’hôte avec lit deux places,220696235,Saïd,Cenon,Gambetta-Mairie-Lissandre,44.85699,-0.53064,Private room,40,1,0,,,1,89
29305371,Appartement douillet sur Talence (5km de Bordeaux),74822729,Laura,Talence,Talence,44.81532,-0.59631,Entire home/apt,25,1,22,2019-05-12,3.07,1,51
29308943,Le petit havre de Bordeaux,56434940,Julie,Bordeaux,Bordeaux Sud,44.83258,-0.56575,Private room,45,1,9,2018-12-02,1.29,2,1
29322647,Charmant T3 merignac,220893684,Yann,Merignac,Capeyron,44.86172,-0.6507,Entire home/apt,70,2,3,2019-03-31,0.45,1,33
29327725,Chambre privée dans appartement,19646159,Caro,Lormont,Lormont,44.87037,-0.52212,Private room,25,1,0,,,1,0
29328436,Appart à begles près de la gare de bordeaux,220925537,William,Bgles,Bgles,44.81067,-0.55196,Entire home/apt,53,3,5,2019-05-13,0.78,1,349
29334376,Bordeaux : appartement situé dans le centre ville,38355455,Maria,Bordeaux,Centre ville (Bordeaux),44.84095,-0.58913,Entire home/apt,70,1,17,2019-03-24,2.45,1,173
29336921,Appartement à Bordeaux en plein cœur des Chartrons,189159754,Nader,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8546,-0.57212,Entire home/apt,29,2,21,2019-05-18,2.90,1,30
29352355,Chambre très claire dans une maison familiale,220712522,Emmanuelle,Eysines,Eysines,44.87215,-0.63641,Private room,25,1,0,,,1,171
29352655,Studio cosy en plein Chartrons sur un air de surf,7629278,Margaux,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85926,-0.5705,Entire home/apt,50,1,2,2019-01-01,0.35,1,0
29354015,Maison de 120m2 avec cour de 20m2,9382960,Kareen,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85213,-0.58353,Entire home/apt,73,90,0,,,72,61
29354020,Maison de 120m2 avec cour de 20m2,72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85201,-0.58473,Entire home/apt,73,90,0,,,74,61
29354835,Magnifique 73m2 superbe vue quais Bordeaux,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84085,-0.57012,Entire home/apt,90,90,0,,,72,301
29354837,Magnifique 73m2 superbe vue quais Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84049,-0.56893,Entire home/apt,90,90,0,,,74,301
29355942,Bordeaux: appartement cosy et lumineux,43867631,Clément,Bordeaux,Caudran,44.84407,-0.62372,Entire home/apt,30,2,23,2019-05-12,3.69,1,9
29356044,Appart centre bordeaux,221156614,Mélanie,Bordeaux,Centre ville (Bordeaux),44.84427,-0.59456,Entire home/apt,60,2,16,2019-04-19,2.29,1,142
29362544,Charmante échoppe au coeur des Chartrons,4413941,Clém,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85346,-0.57886,Entire home/apt,105,4,0,,,1,0
29381641,Maison individuelle Bordeaux,95973403,Marie,Bgles,Bgles,44.80531,-0.57073,Entire home/apt,115,6,0,,,1,0
29384054,Maison de charme en plein centre de Bordeaux,177369124,Faycal,Bordeaux,Nansouty - Saint Gens,44.8278,-0.57882,Entire home/apt,70,4,3,2018-12-28,0.43,1,51
29386621,Chambre d’hôte dans une maison avec jardin.,41307610,Daqoune,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.86031,-0.73225,Private room,30,2,11,2019-04-19,1.63,1,264
29401203,Chambre au centre de Bordeaux,105359828,Chloé,Bordeaux,Bordeaux Sud,44.83443,-0.57473,Private room,30,1,6,2019-03-15,0.91,1,0
29405995,Breathtaking view of Bordeaux,2067860,Barbara,Bordeaux,Bordeaux Maritime,44.86208,-0.55656,Private room,40,1,15,2019-05-14,2.16,1,255
29406826,Appartement Dupleix - 80 m²,62909669,Baptiste,Eysines,Eysines,44.8902,-0.65384,Entire home/apt,32,2,10,2019-02-24,1.53,1,0
29415460,Panorama,221582042,Hiba,Bordeaux,Bordeaux Maritime,44.86348,-0.55779,Entire home/apt,85,1,1,2018-11-02,0.15,1,0
29425060,Charmante échoppe bordelaise - Talence centre,9827293,Romane,Talence,Talence,44.81617,-0.58771,Private room,75,1,2,2018-11-19,0.28,1,64
29428422,Lovely flat at 15 mn from city center,29690507,Alex,Merignac,Arlac,44.82652,-0.6177,Entire home/apt,30,1,3,2019-04-22,0.42,1,20
29433662,"Maison style ""loft"" atypique",47306924,Maëlle Et Thomas,Floirac,Floirac,44.84127,-0.53472,Entire home/apt,120,3,2,2019-04-22,0.41,1,258
29446074,Quai Chartrons Terrasse Vue Garonne+option Parking,8226133,Ségolène,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8539,-0.56687,Entire home/apt,250,2,9,2019-04-29,1.50,1,157
29449997,Maison tranquille au milieu de la verdure,27326083,Nathalie,Gradignan,Gradignan,44.76667,-0.5963,Entire home/apt,70,3,1,2018-11-02,0.15,1,0
29453398,Chambre privée,97124735,Nawel,Pessac,Brivazac-Candau,44.80353,-0.61716,Private room,13,1,2,2019-02-03,0.40,1,2
29456643,Jolie maison neuve à 2 pas du centre de Bordeaux,36959152,Elodie,Villenave-d'Ornon,Villenave-d'Ornon,44.80118,-0.57186,Entire home/apt,80,3,8,2019-05-19,1.43,2,313
29456675,Appartement T2 chaleureux au cœur de Bordeaux,221880389,Antoine,Bordeaux,Centre ville (Bordeaux),44.84104,-0.57353,Entire home/apt,70,2,17,2019-04-20,2.43,1,0
29474529,"Sauna, swimming pool & terrace - Bordeaux center.",63462086,Myriam & Julien,Bordeaux,Bordeaux Sud,44.83121,-0.57048,Private room,200,1,1,2018-12-20,0.19,3,33
29474932,Chambre privée avec salle de bain sur une péniche,60268931,Benjamine,Bordeaux,Bordeaux Maritime,44.86821,-0.55449,Private room,25,1,3,2018-10-31,0.42,1,0
29476083,Chambre Eysines,30155814,Olivier Et Marie,Eysines,Eysines,44.88642,-0.63887,Private room,24,1,1,2019-02-23,0.33,3,67
29477965,Tu le veux mon T2 Atypique avec son petit jardin ?,37070926,Pierre-Antoine,Bgles,Bgles,44.81845,-0.5419,Entire home/apt,45,2,0,,,1,13
29478100,Chambre 2 lits simples,30155814,Olivier Et Marie,Eysines,Eysines,44.88661,-0.63795,Private room,24,1,0,,,3,67
29478498,2 Chambres Eysines,30155814,Olivier Et Marie,Eysines,Eysines,44.88497,-0.63755,Private room,39,1,0,,,3,68
29488541,"Bordeaux, Appartement cosy et végétal 41m2",14592513,Sebastien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8308,-0.6078,Entire home/apt,50,3,18,2019-05-14,2.90,1,54
29488944,Studio Bordeaux centre,63846448,Lucie,Bordeaux,Centre ville (Bordeaux),44.83972,-0.58899,Entire home/apt,45,1,11,2019-04-21,1.59,1,0
29497096,Maison individuelle à Talence proche bordeaux,117682211,Zen,Villenave-d'Ornon,Villenave-d'Ornon,44.80143,-0.57448,Private room,26,1,7,2019-05-16,1.01,1,16
29500588,Bel appartement avec jardin proche Jardin Public,6714948,Elise,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8515,-0.58676,Entire home/apt,129,2,0,,,1,356
29501489,Maison calme à 15 min du coeur de Bordeaux en tram,16497245,Lujan,Bordeaux,Bordeaux Maritime,44.87746,-0.54627,Entire home/apt,55,2,1,2018-11-03,0.15,1,0
29504306,Appartement T1 Bis Grand Théâtre,126473970,Salomé,Bordeaux,Centre ville (Bordeaux),44.84143,-0.57139,Entire home/apt,55,2,1,2018-11-02,0.15,1,0
29505023,Studio 30m2 plein cœur de Bordeaux - 300m Victoire,28040742,Peurdy,Bordeaux,Bordeaux Sud,44.83288,-0.57486,Entire home/apt,45,5,2,2018-11-01,0.28,1,0
29505719,Chambre privée dans appart T5 avec 3 colocataires,61578164,Lucas,Talence,Talence,44.81111,-0.57745,Entire home/apt,24,2,3,2018-12-30,0.43,1,58
29505750,Logement entier Cenon proche du tram,222196789,Marie,Cenon,Gambetta-Mairie-Lissandre,44.85632,-0.53717,Entire home/apt,55,1,1,2018-12-07,0.18,1,306
29505864,"Idéal Vinexpo, grande maison très agréable à vivre",6291830,Daphné,Le Bouscat,Le Bouscat,44.86303,-0.6078,Entire home/apt,450,4,0,,,2,229
29506814,Studio Victoire avec mezzanine,22623870,Adrien,Bordeaux,Bordeaux Sud,44.83148,-0.57617,Entire home/apt,31,4,2,2018-11-23,0.30,1,0
29515302,Appartement chaleureux au 4ème étage,47872083,Man,Bordeaux,Bordeaux Sud,44.83448,-0.56129,Entire home/apt,35,4,7,2019-04-17,1.01,1,0
29527008,Appartement cozy fleurie vivant à 10 min du centre,185920804,Juliane,Bordeaux,Bordeaux Maritime,44.86592,-0.57354,Entire home/apt,30,2,1,2018-12-27,0.20,1,0
29532271,Grande maison lumineuse avec piscine dans Bordeaux,5365317,Astrid,Bordeaux,Centre ville (Bordeaux),44.84925,-0.59179,Entire home/apt,220,6,1,2018-12-25,0.20,1,97
29535395,Joli appartement avec jardin,25003446,Camille,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84877,-0.58272,Entire home/apt,110,5,0,,,1,16
29539087,Chambre calme dans grande maison,67575303,Alice,Bordeaux,Bordeaux Maritime,44.87466,-0.54815,Private room,32,1,32,2019-04-26,4.62,1,163
29540198,Logement 4 personnes T2 - 75m2,25120823,Lydie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.81996,-0.60012,Entire home/apt,75,1,12,2019-04-16,1.79,1,187
29541622,"Chambre privée à 1 lit simple, Merignac centre",46630054,David,Bordeaux,Caudran,44.85994,-0.63452,Private room,17,1,39,2019-05-16,5.85,1,261
29552530,"Appartement Bdx proche gare, capucins, nansouty",22202339,Véronique,Bordeaux,Bordeaux Sud,44.81978,-0.56445,Entire home/apt,60,2,5,2019-04-22,1.02,1,0
29553380,Chambre avec salle d'eau privée chez l'habitant,1799255,Véronique,Talence,Talence,44.79653,-0.59678,Private room,44,30,1,2019-03-16,0.43,4,78
29554605,BORDEAUX : MAISON AVEC VUE,15389218,Séverine,Bordeaux,Caudran,44.84864,-0.60481,Entire home/apt,350,14,0,,,2,163
29557026,Titre,112729198,Yohann,Carbon-Blanc,Carbon-Blanc,44.89386,-0.50122,Private room,45,1,0,,,1,90
29557052,Chambre et salle de bain privée en hypercentre,198262017,Mickael,Bordeaux,Centre ville (Bordeaux),44.83946,-0.57707,Private room,50,1,14,2019-05-17,2.09,1,61
29558721,Auberge Mérignacaise,4356985,Nicolas,Merignac,Centre ville (Merignac),44.84575,-0.65585,Private room,33,1,21,2019-05-20,3.10,1,338
29560923,Grand Appartement sous les toits,49538741,Lucie,Bordeaux,Centre ville (Bordeaux),44.84231,-0.59188,Entire home/apt,90,2,9,2019-02-24,1.39,6,47
29561703,Chambre privé dans résidence calme sur Pessac,42230168,Laura,Pessac,Le Vallon-Les Echoppes,44.80941,-0.62392,Private room,25,2,0,,,2,183
29567461,Cosy flat close to Bordeaux,219591272,Loïc & Maria,Ambs,Ambs,45.00607,-0.52545,Entire home/apt,35,1,4,2019-04-21,0.61,1,19
29580082,Logement entier quartier Frugès/Lecorbusier,222676300,Guillaume,Pessac,Le Monteil,44.79884,-0.64745,Entire home/apt,80,2,0,,,1,90
29580870,New! A luminous Flat - Saint Michel,160814130,Thibaut,Bordeaux,Bordeaux Sud,44.83412,-0.56908,Entire home/apt,82,1,17,2019-05-06,2.63,74,0
29592587,Maison Bordeaux bastide,18990562,Camille,Bordeaux,La Bastide,44.85337,-0.54158,Entire home/apt,150,2,20,2019-05-08,3.09,1,278
29592670,1 chambre dans un appartement,102188017,Lucie,Bordeaux,Bordeaux Maritime,44.87744,-0.55253,Private room,37,1,1,2018-10-29,0.14,1,234
29601193,Mi casa es tu casa,107556828,Mehdi,Lormont,Lormont,44.87243,-0.51562,Private room,45,1,0,,,1,0
29602599,Chambre sdb et WC indépendante proche Bordeaux,139052479,Roselyne,Bordeaux,La Bastide,44.85055,-0.54653,Private room,35,2,8,2019-05-12,1.26,1,223
29606634,Bruges: chambre avec vue,67318621,Stéphanie,Bruges,Bruges,44.88503,-0.61529,Private room,10,1,5,2019-04-11,0.73,2,83
29607220,Chambre privée dans maison calme proche Bordeaux,14850111,Anaïs,Merignac,Arlac,44.81659,-0.63244,Private room,30,2,1,2018-11-23,0.16,2,168
29608829,Grand studio lumineux avec terrasse,56713889,Allan,Bordeaux,Centre ville (Bordeaux),44.84322,-0.58061,Entire home/apt,65,2,5,2018-12-28,0.73,1,0
29610843,Appartement proche Arena avec Parking,115275141,Andy,Floirac,Floirac,44.82721,-0.52032,Entire home/apt,45,1,8,2019-03-24,1.24,1,234
29619704,Chambre et salle de bain terrasse,103297981,Sylvie,Bordeaux,Caudran,44.84751,-0.62014,Private room,90,1,0,,,1,0
29621905,Maison Moderne,5874848,Sophie,Blanquefort,Blanquefort,44.90898,-0.62497,Entire home/apt,370,1,2,2019-05-05,0.30,1,48
29626275,Petite maison avec terrasse,223006734,Erwann,Bordeaux,Bordeaux Sud,44.81521,-0.56306,Entire home/apt,80,2,1,2019-04-30,1,1,16
29627195,Maison Archictecte avec piscine (proche Bordeaux),129456789,Sébastien,Bruges,Bruges,44.88529,-0.60547,Entire home/apt,180,5,1,2019-05-17,1,1,8
29627686,"Studio indépendant, au calme",223016369,Christine,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.8934,-0.76182,Entire home/apt,31,3,21,2019-04-27,3.21,1,64
29628072,L'ECHOPPE 3B,32504042,Isabelle,Talence,Talence,44.82265,-0.58774,Entire home/apt,130,2,4,2019-04-04,0.59,3,296
29629982,Chambre privée dans grand appartement.,108326079,Valériane,Talence,Talence,44.81249,-0.57637,Private room,26,3,0,,,1,255
29630364,T2 54m2 plein centre-ville dans résidence moderne,223039412,Jean-Jacques,Merignac,Centre ville (Merignac),44.84128,-0.64885,Entire home/apt,45,3,18,2019-04-26,2.77,1,3
29643039,Belle maison avec Jardin,192632785,Cyndy,Le Taillan-Mdoc,Le Taillan-Mdoc,44.90166,-0.66988,Entire home/apt,55,1,14,2019-05-04,2.33,1,186
29652211,Studio / Tourny à 5 min de toutes commodités,139221869,Camille,Bordeaux,Centre ville (Bordeaux),44.84434,-0.57984,Entire home/apt,59,1,49,2019-05-21,7.28,1,25
29656721,Chambre cours séjour,223218414,Elisa,Pessac,Saige,44.79112,-0.63211,Private room,30,1,1,2018-12-01,0.17,1,141
29676838,70 m² rénové  Hypercentre Place Saint Michel,34639701,Gaultier,Bordeaux,Bordeaux Sud,44.83487,-0.56786,Entire home/apt,78,1,7,2019-05-06,1.47,1,0
29683152,Appartement ENTIER quartier Chartrons *piscine*,4360138,François,Bordeaux,Bordeaux Maritime,44.86007,-0.56762,Entire home/apt,60,2,5,2019-05-08,1.28,1,25
29691005,Appartement de Charme,142900079,Solange,Bordeaux,Bordeaux Sud,44.83511,-0.56792,Entire home/apt,72,2,10,2019-05-12,1.81,1,38
29696204,Chambre privée dans une maison en colocation,171342269,Can,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83163,-0.59153,Private room,20,1,7,2018-12-03,1.17,1,0
29697875,❤ Victoire - Downtown apartment w/ parking ❤,223482826,Sylvain,Bordeaux,Bordeaux Sud,44.82993,-0.57218,Entire home/apt,70,3,5,2019-01-26,0.82,1,0
29715633,PERLE RARE - HYPER CENTRE DE BORDEAUX,11387374,Elyette,Bordeaux,Centre ville (Bordeaux),44.83794,-0.57275,Entire home/apt,110,2,26,2019-05-17,4.02,1,1
29722420,Magonty,133989640,Zinelou,Pessac,Le Monteil,44.80166,-0.64839,Private room,30,1,0,,,1,89
29727995,"Bordeaux Tourny, chaleureux appart avec parking",67068530,Manu,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84628,-0.57836,Entire home/apt,180,2,18,2019-05-17,2.89,6,39
29731847,“La casa de Gunda”: Chartrons/Jardin public/garage,3754849,Liza,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.854,-0.57654,Entire home/apt,85,3,1,2018-12-22,0.20,1,0
29732487,Appartement Hypercentre - Cours de l’intendance,219080195,Albane,Bordeaux,Centre ville (Bordeaux),44.84163,-0.57574,Entire home/apt,275,2,4,2018-12-28,0.67,1,0
29750730,Double room with a private bath room,6671646,Marie,Le Bouscat,Le Bouscat,44.86147,-0.60182,Private room,50,2,1,2019-01-01,0.21,2,365
29752405,Bordeaux Large T2 Hypercentre Terrasse,6163163,Estel,Bordeaux,Centre ville (Bordeaux),44.83804,-0.57455,Entire home/apt,120,1,4,2019-03-18,0.92,10,331
29753153,Appartement 50m² au cœur de Bordeaux,10591577,Maelle,Bordeaux,Centre ville (Bordeaux),44.83737,-0.57302,Entire home/apt,80,2,4,2019-03-25,0.62,1,40
29754821,Studio cocooning,203568488,Jean-Remy,Bordeaux,Caudran,44.84859,-0.61212,Entire home/apt,30,1,26,2019-05-01,3.98,1,142
29756091,Jolie appartement à Bordeaux Caudéran,35868748,Antoine,Bordeaux,Caudran,44.84807,-0.61008,Entire home/apt,45,1,12,2019-03-28,2.16,1,0
29756378,Maison de Ville Bordeaux centre Chartrons 200 m2,16340054,Virginie,Bordeaux,Bordeaux Maritime,44.86106,-0.56955,Entire home/apt,385,3,0,,,1,0
29761757,"Appartement ""El Patio"" T2 - Gare Saint-Jean",28058042,Julien & Lamia,Bordeaux,Bordeaux Sud,44.82547,-0.56029,Entire home/apt,60,1,44,2019-05-01,6.57,3,213
29771641,"Aux Chartrons, appart idéal pr découvrir Bordeaux",8723509,Coline,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85841,-0.57721,Entire home/apt,40,3,14,2019-05-12,2.21,1,38
29772900,Petit loft en centre ville dans quartier calme.,30572191,Christine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83194,-0.58302,Entire home/apt,80,2,0,,,1,0
29774302,Studio proche centre de Bordeaux,16332321,Célia,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82739,-0.59553,Entire home/apt,45,4,4,2019-05-06,0.62,1,0
29777684,L'antre du pêcheur,36761715,Florian,Pessac,Verthamon,44.81758,-0.61315,Private room,29,2,24,2019-05-05,3.73,2,0
29785261,"Bel appartement T3 (84m2), Chartrons",224091251,Guillaume,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85416,-0.57427,Entire home/apt,89,3,1,2018-12-31,0.21,1,0
29789732,Chambre privée dans maison d'architecte + terrasse,17243451,Elisabeth,Floirac,Floirac,44.82917,-0.53111,Private room,30,1,20,2019-05-12,3.14,1,26
29792257,Sous la végétation votre logement...,5113919,Gilles,Bordeaux,La Bastide,44.85281,-0.53888,Entire home/apt,46,2,27,2019-05-14,4.18,1,27
29794320,Charmant T2 en plein coeur du centre historique,224153989,Mathias,Bordeaux,Centre ville (Bordeaux),44.83557,-0.57119,Entire home/apt,90,2,3,2018-12-28,0.48,1,16
29795708,"Chai rénové avec piscine, campagne bordelaise",46243461,Jean Louis,Bordeaux,Centre ville (Bordeaux),44.83701,-0.56703,Entire home/apt,350,6,0,,,1,163
29798770,"Chambre, parking et déplacement",224190197,Laura,Merignac,Beutre,44.81749,-0.68066,Private room,50,1,1,2019-01-21,0.24,1,87
29816917,Appartement calme en plein centre de Bordeaux,29930466,Estelle,Bordeaux,Bordeaux Sud,44.83221,-0.56502,Entire home/apt,72,1,6,2019-05-02,0.96,1,74
29819021,Chambre Cozy à deux pas de la Gare Saint Jean,224301821,Pierre & Qiqi,Bordeaux,Bordeaux Sud,44.82338,-0.55858,Private room,45,1,63,2019-05-18,9.64,1,7
29819791,Chambre Caudéran/Bouscat,129815210,Aurore,Bordeaux,Caudran,44.85902,-0.61098,Private room,25,1,14,2019-05-04,2.14,1,169
29819827,Studio chaleureux,6994428,Hélène,Bordeaux,Nansouty - Saint Gens,44.82633,-0.57231,Entire home/apt,40,2,7,2019-05-12,1.17,1,0
29826296,Studio lumineux de 33 m2 dans le centre ville,54971379,Gabriel,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83272,-0.58803,Entire home/apt,40,2,3,2019-01-01,0.46,1,0
29826943,Location chambre privée,224357778,Tiffany,Talence,Talence,44.79584,-0.59519,Private room,45,1,1,2018-11-11,0.15,1,90
29828475,Appartement pour 4 avec vue sur les toits,224369584,Lilly,Bordeaux,Bordeaux Sud,44.83007,-0.56893,Entire home/apt,70,2,13,2019-05-06,2.35,1,0
29837061,Sejourneur -  Le Saint Michel - ★★★★,224295815,Sejourneur,Bordeaux,Bordeaux Sud,44.83122,-0.56735,Entire home/apt,69,1,1,2019-02-24,0.34,34,1
29837082,Sejourneur -  Le Quai des Chartrons ★★★★,224295815,Sejourneur,Bordeaux,Bordeaux Maritime,44.85742,-0.56329,Entire home/apt,81,1,5,2019-05-12,1.01,34,330
29837091,Sejourneur - Jardin Public - T2 3ème -  ★★★★★,224295815,Sejourneur,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85059,-0.57398,Entire home/apt,82,1,1,2019-04-28,1,34,335
29837103,Sejourneur - Les Quinconces - Studio 3ème - ★★★★,224295815,Sejourneur,Bordeaux,Centre ville (Bordeaux),44.8444,-0.57619,Entire home/apt,73,1,1,2019-04-08,0.65,34,348
29837200,Sejourneur -  Le Saint- Projet,224295815,Sejourneur,Bordeaux,Centre ville (Bordeaux),44.83528,-0.5866,Entire home/apt,75,1,2,2019-04-16,0.35,34,299
29837212,Sejourneur - Jardin Public - T3 3ème -  ★★★★★,224295815,Sejourneur,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84967,-0.57495,Entire home/apt,98,1,5,2019-05-01,2.17,34,329
29837227,Sejourneur -  Le Cité Mondiale - T2 2ème,224295815,Sejourneur,Bordeaux,Bordeaux Maritime,44.86209,-0.55641,Entire home/apt,73,1,3,2019-05-04,1.17,34,339
